1,6.39
1,0.25
1,2.75
1,2.23
1,7.36
1,6.77
1,8.92
1,0.87
1,4.22
1,0.3
1,2.19
1,5.05
1,0.27
1,1.99
1,6.5
1,5.45
1,2.2
1,5.89
1,8.09
1,0.06
1,8.06
1,6.98
1,3.4
1,1.55
1,9.57
1,3.37
1,0.93
1,0.97
1,8.47
1,6.04
1,8.07
1,7.3
1,5.36
1,9.73
1,3.79
1,5.52
1,8.29
1,6.19
1,8.62
1,5.77
1,7.05
1,0.46
1,2.28
1,2.89
1,0.8
1,2.33
1,1.01
1,2.78
1,6.36
1,3.65
1,3.7
1,2.1
1,2.67
1,9.37
1,6.48
1,6.09
1,1.71
1,7.29
1,1.63
1,3.79
1,9.9
1,6.4
1,5.57
1,6.85
1,8.43
1,7.76
1,2.29
1,0.32
1,3.15
1,2.68
1,2.11
1,9.43
1,8.76
1,3.15
1,6.55
1,3.96
1,9.15
1,4.59
1,2.65
1,2.47
1,5.61
1,2.63
1,5.85
1,8.98
1,3.99
1,2.19
1,9.98
1,5.1
1,0.91
1,0.47
1,1.1
1,6.27
1,7.92
1,4.22
1,0.64
1,3.82
1,9.96
1,5.29
1,9.71
1,8.61
2,0.11
2,7.21
2,6.82
2,5.37
2,2.67
2,6.41
2,1.12
2,4.35
2,4.54
2,9.54
2,8.76
2,2.63
2,5.01
2,1.79
2,9.13
2,8.71
2,2.98
2,6.39
2,6.09
2,1.53
2,7.63
2,5.39
2,7.79
2,5.3
2,0.01
2,3.24
2,0.19
2,9.29
2,8.79
2,8.32
2,3.08
2,0.58
2,8.78
2,9.47
2,0.86
2,4.86
2,0.69
2,7.61
2,7.66
2,1.28
2,4.75
2,5.5
2,2.65
2,8.72
2,4.23
2,2.12
2,5.39
2,7.3
2,2.01
2,3.12
2,9.95
2,6.5
2,4.38
2,5.18
2,1.21
2,2.25
2,3.38
2,5.88
2,2.3
2,2.2
2,0.71
2,6.31
2,2.29
2,9.05
2,8.6
2,0.71
2,2.38
2,6.69
2,2.14
2,1.32
2,9.36
2,5.71
2,4.73
2,7.85
2,8.07
2,1.9
2,0.97
2,4.31
2,4.24
2,4.67
2,7.29
2,6.73
2,9.84
2,0.98
2,4.03
2,3.39
2,8.62
2,2.49
2,1.9
2,4.49
2,4.22
2,2.79
2,2.5
2,9.23
2,4.43
2,8.61
2,5.5
2,0.51
2,9.99
2,8.36
3,9.69
3,9.26
3,8.49
3,1.66
3,4.86
3,2.14
3,4.01
3,0.59
3,3.79
3,9.85
3,2.65
3,7.84
3,4.55
3,4.23
3,9.57
3,9.95
3,5.56
3,7.18
3,1.55
3,2.97
3,9.69
3,5.79
3,5.42
3,7.48
3,0.57
3,5.84
3,5.03
3,8.53
3,1.57
3,9.61
3,0.8
3,1.86
3,5.95
3,6.75
3,2.35
3,1.2
3,8.9
3,2.46
3,5.95
3,6.19
3,4.19
3,5.84
3,5.23
3,9.35
3,2.04
3,7.16
3,2.39
3,3.96
3,6.72
3,3.0
3,3.16
3,7.52
3,0.73
3,4.58
3,9.98
3,9.96
3,0.73
3,2.13
3,2.65
3,9.33
3,8.81
3,8.79
3,3.7
3,1.58
3,8.34
3,7.04
3,6.12
3,9.87
3,6.54
3,0.08
3,8.17
3,2.99
3,6.63
3,9.39
3,1.34
3,1.15
3,1.07
3,5.53
3,2.72
3,6.05
3,7.18
3,2.04
3,6.34
3,2.64
3,4.89
3,9.05
3,8.46
3,0.92
3,4.24
3,2.77
3,0.04
3,7.71
3,6.37
3,2.62
3,7.41
3,5.52
3,4.28
3,0.1
3,0.75
3,8.83
4,9.04
4,5.46
4,8.35
4,5.83
4,1.48
4,1.27
4,3.08
4,8.99
4,7.96
4,8.61
4,8.99
4,2.1
4,2.5
4,1.03
4,7.8
4,8.84
4,4.06
4,6.21
4,1.55
4,9.3
4,8.65
4,9.76
4,8.11
4,8.81
4,0.25
4,7.37
4,3.32
4,9.31
4,8.02
4,8.64
4,8.11
4,2.67
4,7.87
4,1.08
4,8.72
4,8.59
4,2.22
4,8.17
4,4.6
4,3.05
4,7.95
4,2.28
4,0.24
4,1.93
4,3.28
4,8.64
4,9.67
4,2.79
4,6.41
4,4.0
4,9.81
4,5.36
4,9.39
4,1.15
4,9.7
4,1.79
4,9.63
4,2.65
4,1.08
4,4.35
4,7.29
4,3.14
4,6.06
4,5.11
4,3.85
4,5.77
4,2.55
4,7.09
4,0.02
4,9.26
4,5.38
4,7.19
4,7.42
4,6.71
4,3.64
4,0.7
4,6.64
4,3.3
4,3.14
4,8.48
4,7.2
4,3.0
4,3.09
4,4.08
4,4.02
4,2.96
4,1.27
4,4.2
4,9.4
4,6.77
4,9.03
4,6.16
4,3.01
4,5.48
4,0.0
4,2.87
4,4.3
4,5.8
4,6.55
4,4.65
5,4.42
5,2.14
5,4.73
5,9.01
5,7.96
5,1.7
5,0.85
5,5.15
5,6.33
5,3.35
5,8.18
5,7.51
5,6.73
5,2.25
5,1.99
5,0.24
5,2.45
5,4.75
5,8.5
5,0.73
5,4.14
5,6.3
5,1.94
5,6.96
5,4.94
5,2.44
5,6.56
5,0.06
5,7.51
5,7.7
5,1.07
5,4.25
5,1.76
5,9.58
5,5.18
5,0.5
5,2.49
5,8.48
5,4.56
5,8.01
5,6.68
5,9.88
5,5.95
5,9.5
5,8.91
5,6.13
5,7.19
5,5.05
5,8.31
5,5.48
5,8.97
5,7.44
5,4.75
5,2.59
5,2.47
5,6.38
5,7.66
5,5.21
5,6.27
5,2.75
5,0.77
5,2.86
5,2.72
5,3.2
5,5.4
5,1.38
5,2.31
5,6.94
5,7.06
5,0.64
5,4.08
5,5.43
5,4.16
5,2.07
5,4.2
5,9.05
5,5.84
5,6.96
5,8.57
5,7.66
5,3.8
5,0.06
5,3.52
5,7.53
5,8.53
5,9.53
5,4.19
5,7.48
5,5.46
5,6.03
5,2.21
5,2.19
5,4.36
5,0.29
5,3.36
5,6.79
5,4.04
5,1.65
5,4.67
5,1.28
